timestamp,price_btc,hashrate_btc,date
2018-04-01 00:00:00+00:00,9240.5498046875,26162835.2122593,2018-04-01
2018-04-02 00:00:00+00:00,9240.5498046875,27227579.6162083,2018-04-02
2018-04-03 00:00:00+00:00,9240.5498046875,27227579.6162083,2018-04-03
2018-04-04 00:00:00+00:00,9240.5498046875,27227579.6162083,2018-04-04
2018-04-05 00:00:00+00:00,9240.5498046875,27227579.6162083,2018-04-05
2018-04-06 00:00:00+00:00,9240.5498046875,24085935.8143381,2018-04-06
2018-04-07 00:00:00+00:00,9240.5498046875,24085935.8143381,2018-04-07
2018-04-08 00:00:00+00:00,9240.5498046875,24085935.8143381,2018-04-08
2018-04-09 00:00:00+00:00,9240.5498046875,24085935.8143381,2018-04-09
2018-04-10 00:00:00+00:00,9240.5498046875,28623865.7503728,2018-04-10
2018-04-11 00:00:00+00:00,9240.5498046875,28623865.7503728,2018-04-11
2018-04-12 00:00:00+00:00,9240.5498046875,28623865.7503728,2018-04-12
2018-04-13 00:00:00+00:00,9240.5498046875,28623865.7503728,2018-04-13
2018-04-14 00:00:00+00:00,9240.5498046875,26146926.5194725,2018-04-14
2018-04-15 00:00:00+00:00,9240.5498046875,26146926.5194725,2018-04-15
2018-04-16 00:00:00+00:00,9240.5498046875,26146926.5194725,2018-04-16
2018-04-17 00:00:00+00:00,9240.5498046875,26146926.5194725,2018-04-17
2018-04-18 00:00:00+00:00,9240.5498046875,30536556.519092,2018-04-18
2018-04-19 00:00:00+00:00,9240.5498046875,30536556.519092,2018-04-19
2018-04-20 00:00:00+00:00,9240.5498046875,30536556.519092,2018-04-20
2018-04-21 00:00:00+00:00,9240.5498046875,30536556.519092,2018-04-21
2018-04-22 00:00:00+00:00,9240.5498046875,30536556.519092,2018-04-22
2018-04-23 00:00:00+00:00,9240.5498046875,30536556.519092,2018-04-23
2018-04-24 00:00:00+00:00,9240.5498046875,30536556.519092,2018-04-24
2018-04-25 00:00:00+00:00,9240.5498046875,30536556.519092,2018-04-25
2018-04-26 00:00:00+00:00,9240.5498046875,26910340.4324498,2018-04-26
2018-04-27 00:00:00+00:00,9240.5498046875,26910340.4324498,2018-04-27
2018-04-28 00:00:00+00:00,9240.5498046875,26910340.4324498,2018-04-28
2018-04-29 00:00:00+00:00,9240.5498046875,26910340.4324498,2018-04-29
2018-04-30 00:00:00+00:00,9240.5498046875,30990335.3016848,2018-04-30
2018-05-01 00:00:00+00:00,7494.169921875,30990335.3016848,2018-05-01
2018-05-02 00:00:00+00:00,7494.169921875,30990335.3016848,2018-05-02
2018-05-03 00:00:00+00:00,7494.169921875,30990335.3016848,2018-05-03
2018-05-04 00:00:00+00:00,7494.169921875,27591395.3008549,2018-05-04
2018-05-05 00:00:00+00:00,7494.169921875,27591395.3008549,2018-05-05
2018-05-06 00:00:00+00:00,7494.169921875,27591395.3008549,2018-05-06
2018-05-07 00:00:00+00:00,7494.169921875,27591395.3008549,2018-05-07
2018-05-08 00:00:00+00:00,7494.169921875,27791332.9479625,2018-05-08
2018-05-09 00:00:00+00:00,7494.169921875,27791332.9479625,2018-05-09
2018-05-10 00:00:00+00:00,7494.169921875,27791332.9479625,2018-05-10
2018-05-11 00:00:00+00:00,7494.169921875,27791332.9479625,2018-05-11
2018-05-12 00:00:00+00:00,7494.169921875,33988897.1882526,2018-05-12
2018-05-13 00:00:00+00:00,7494.169921875,33988897.1882526,2018-05-13
2018-05-14 00:00:00+00:00,7494.169921875,33988897.1882526,2018-05-14
2018-05-15 00:00:00+00:00,7494.169921875,33988897.1882526,2018-05-15
2018-05-16 00:00:00+00:00,7494.169921875,36872803.6163467,2018-05-16
2018-05-17 00:00:00+00:00,7494.169921875,36872803.6163467,2018-05-17
2018-05-18 00:00:00+00:00,7494.169921875,36872803.6163467,2018-05-18
2018-05-19 00:00:00+00:00,7494.169921875,36872803.6163467,2018-05-19
2018-05-20 00:00:00+00:00,7494.169921875,29663037.5461113,2018-05-20
2018-05-21 00:00:00+00:00,7494.169921875,29663037.5461113,2018-05-21
2018-05-22 00:00:00+00:00,7494.169921875,29663037.5461113,2018-05-22
2018-05-23 00:00:00+00:00,7494.169921875,29663037.5461113,2018-05-23
2018-05-24 00:00:00+00:00,7494.169921875,30616246.3183454,2018-05-24
2018-05-25 00:00:00+00:00,7494.169921875,30616246.3183454,2018-05-25
2018-05-26 00:00:00+00:00,7494.169921875,30616246.3183454,2018-05-26
2018-05-27 00:00:00+00:00,7494.169921875,30616246.3183454,2018-05-27
2018-05-28 00:00:00+00:00,7494.169921875,33399541.438195,2018-05-28
2018-05-29 00:00:00+00:00,7494.169921875,33399541.438195,2018-05-29
2018-05-30 00:00:00+00:00,7494.169921875,33399541.438195,2018-05-30
2018-05-31 00:00:00+00:00,7494.169921875,33399541.438195,2018-05-31
2018-06-01 00:00:00+00:00,6404.0,35540537.6842331,2018-06-01
2018-06-02 00:00:00+00:00,6404.0,35540537.6842331,2018-06-02
2018-06-03 00:00:00+00:00,6404.0,35540537.6842331,2018-06-03
2018-06-04 00:00:00+00:00,6404.0,35540537.6842331,2018-06-04
2018-06-05 00:00:00+00:00,6404.0,42980660.1034435,2018-06-05
2018-06-06 00:00:00+00:00,6404.0,42980660.1034435,2018-06-06
2018-06-07 00:00:00+00:00,6404.0,42980660.1034435,2018-06-07
2018-06-08 00:00:00+00:00,6404.0,42980660.1034435,2018-06-08
2018-06-09 00:00:00+00:00,6404.0,35121339.3988139,2018-06-09
2018-06-10 00:00:00+00:00,6404.0,35121339.3988139,2018-06-10
2018-06-11 00:00:00+00:00,6404.0,35121339.3988139,2018-06-11
2018-06-12 00:00:00+00:00,6404.0,35121339.3988139,2018-06-12
2018-06-13 00:00:00+00:00,6404.0,35121339.3988139,2018-06-13
2018-06-14 00:00:00+00:00,6404.0,35121339.3988139,2018-06-14
2018-06-15 00:00:00+00:00,6404.0,35121339.3988139,2018-06-15
2018-06-16 00:00:00+00:00,6404.0,35121339.3988139,2018-06-16
2018-06-17 00:00:00+00:00,6404.0,38559792.2070893,2018-06-17
2018-06-18 00:00:00+00:00,6404.0,38559792.2070893,2018-06-18
2018-06-19 00:00:00+00:00,6404.0,38559792.2070893,2018-06-19
2018-06-20 00:00:00+00:00,6404.0,38559792.2070893,2018-06-20
2018-06-21 00:00:00+00:00,6404.0,42908653.8315633,2018-06-21
2018-06-22 00:00:00+00:00,6404.0,42908653.8315633,2018-06-22
2018-06-23 00:00:00+00:00,6404.0,42908653.8315633,2018-06-23
2018-06-24 00:00:00+00:00,6404.0,42908653.8315633,2018-06-24
2018-06-25 00:00:00+00:00,6404.0,39627403.832679,2018-06-25
2018-06-26 00:00:00+00:00,6404.0,39627403.832679,2018-06-26
2018-06-27 00:00:00+00:00,6404.0,39627403.832679,2018-06-27
2018-06-28 00:00:00+00:00,6404.0,39627403.832679,2018-06-28
2018-06-29 00:00:00+00:00,6404.0,38112980.7562709,2018-06-29
2018-06-30 00:00:00+00:00,6404.0,38112980.7562709,2018-06-30
2018-07-01 00:00:00+00:00,7780.43994140625,38112980.7562709,2018-07-01
2018-07-02 00:00:00+00:00,7780.43994140625,38112980.7562709,2018-07-02
2018-07-03 00:00:00+00:00,7780.43994140625,30929068.6931155,2018-07-03
2018-07-04 00:00:00+00:00,7780.43994140625,30929068.6931155,2018-07-04
2018-07-05 00:00:00+00:00,7780.43994140625,30929068.6931155,2018-07-05
2018-07-06 00:00:00+00:00,7780.43994140625,30929068.6931155,2018-07-06
2018-07-07 00:00:00+00:00,7780.43994140625,41594264.7941898,2018-07-07
2018-07-08 00:00:00+00:00,7780.43994140625,41594264.7941898,2018-07-08
2018-07-09 00:00:00+00:00,7780.43994140625,41594264.7941898,2018-07-09
2018-07-10 00:00:00+00:00,7780.43994140625,41594264.7941898,2018-07-10
2018-07-11 00:00:00+00:00,7780.43994140625,35995036.8411258,2018-07-11
2018-07-12 00:00:00+00:00,7780.43994140625,35995036.8411258,2018-07-12
2018-07-13 00:00:00+00:00,7780.43994140625,35995036.8411258,2018-07-13
2018-07-14 00:00:00+00:00,7780.43994140625,35995036.8411258,2018-07-14
2018-07-15 00:00:00+00:00,7780.43994140625,35461777.0360721,2018-07-15
2018-07-16 00:00:00+00:00,7780.43994140625,35461777.0360721,2018-07-16
2018-07-17 00:00:00+00:00,7780.43994140625,35461777.0360721,2018-07-17
2018-07-18 00:00:00+00:00,7780.43994140625,35461777.0360721,2018-07-18
2018-07-19 00:00:00+00:00,7780.43994140625,44021066.1135111,2018-07-19
2018-07-20 00:00:00+00:00,7780.43994140625,44021066.1135111,2018-07-20
2018-07-21 00:00:00+00:00,7780.43994140625,44021066.1135111,2018-07-21
2018-07-22 00:00:00+00:00,7780.43994140625,44021066.1135111,2018-07-22
2018-07-23 00:00:00+00:00,7780.43994140625,42733900.4376774,2018-07-23
2018-07-24 00:00:00+00:00,7780.43994140625,42733900.4376774,2018-07-24
2018-07-25 00:00:00+00:00,7780.43994140625,42733900.4376774,2018-07-25
2018-07-26 00:00:00+00:00,7780.43994140625,42733900.4376774,2018-07-26
2018-07-27 00:00:00+00:00,7780.43994140625,42991333.5728441,2018-07-27
2018-07-28 00:00:00+00:00,7780.43994140625,42991333.5728441,2018-07-28
2018-07-29 00:00:00+00:00,7780.43994140625,42991333.5728441,2018-07-29
2018-07-30 00:00:00+00:00,7780.43994140625,42991333.5728441,2018-07-30
2018-07-31 00:00:00+00:00,7780.43994140625,43474975.9754299,2018-07-31
2018-08-01 00:00:00+00:00,7037.580078125,43474975.9754299,2018-08-01
2018-08-02 00:00:00+00:00,7037.580078125,43474975.9754299,2018-08-02
2018-08-03 00:00:00+00:00,7037.580078125,43474975.9754299,2018-08-03
2018-08-04 00:00:00+00:00,7037.580078125,52051671.9161698,2018-08-04
2018-08-05 00:00:00+00:00,7037.580078125,52051671.9161698,2018-08-05
2018-08-06 00:00:00+00:00,7037.580078125,52051671.9161698,2018-08-06
2018-08-07 00:00:00+00:00,7037.580078125,52051671.9161698,2018-08-07
2018-08-08 00:00:00+00:00,7037.580078125,46432457.3343105,2018-08-08
2018-08-09 00:00:00+00:00,7037.580078125,46432457.3343105,2018-08-09
2018-08-10 00:00:00+00:00,7037.580078125,46432457.3343105,2018-08-10
2018-08-11 00:00:00+00:00,7037.580078125,46432457.3343105,2018-08-11
2018-08-12 00:00:00+00:00,7037.580078125,49230273.0794216,2018-08-12
2018-08-13 00:00:00+00:00,7037.580078125,49230273.0794216,2018-08-13
2018-08-14 00:00:00+00:00,7037.580078125,49230273.0794216,2018-08-14
2018-08-15 00:00:00+00:00,7037.580078125,49230273.0794216,2018-08-15
2018-08-16 00:00:00+00:00,7037.580078125,50183117.0745072,2018-08-16
2018-08-17 00:00:00+00:00,7037.580078125,50183117.0745072,2018-08-17
2018-08-18 00:00:00+00:00,7037.580078125,50183117.0745072,2018-08-18
2018-08-19 00:00:00+00:00,7037.580078125,50183117.0745072,2018-08-19
2018-08-20 00:00:00+00:00,7037.580078125,47642199.754279,2018-08-20
2018-08-21 00:00:00+00:00,7037.580078125,47642199.754279,2018-08-21
2018-08-22 00:00:00+00:00,7037.580078125,47642199.754279,2018-08-22
2018-08-23 00:00:00+00:00,7037.580078125,47642199.754279,2018-08-23
2018-08-24 00:00:00+00:00,7037.580078125,47211617.4407006,2018-08-24
2018-08-25 00:00:00+00:00,7037.580078125,47211617.4407006,2018-08-25
2018-08-26 00:00:00+00:00,7037.580078125,47211617.4407006,2018-08-26
2018-08-27 00:00:00+00:00,7037.580078125,47211617.4407006,2018-08-27
2018-08-28 00:00:00+00:00,7037.580078125,51165065.369764,2018-08-28
2018-08-29 00:00:00+00:00,7037.580078125,51165065.369764,2018-08-29
2018-08-30 00:00:00+00:00,7037.580078125,51165065.369764,2018-08-30
2018-08-31 00:00:00+00:00,7037.580078125,51165065.369764,2018-08-31
2018-09-01 00:00:00+00:00,6625.56005859375,50496240.9858456,2018-09-01
2018-09-02 00:00:00+00:00,6625.56005859375,50496240.9858456,2018-09-02
2018-09-03 00:00:00+00:00,6625.56005859375,50496240.9858456,2018-09-03
2018-09-04 00:00:00+00:00,6625.56005859375,50496240.9858456,2018-09-04
2018-09-05 00:00:00+00:00,6625.56005859375,44142409.33862,2018-09-05
2018-09-06 00:00:00+00:00,6625.56005859375,44142409.33862,2018-09-06
2018-09-07 00:00:00+00:00,6625.56005859375,44142409.33862,2018-09-07
2018-09-08 00:00:00+00:00,6625.56005859375,44142409.33862,2018-09-08
2018-09-09 00:00:00+00:00,6625.56005859375,56874984.6776413,2018-09-09
2018-09-10 00:00:00+00:00,6625.56005859375,56874984.6776413,2018-09-10
2018-09-11 00:00:00+00:00,6625.56005859375,56874984.6776413,2018-09-11
2018-09-12 00:00:00+00:00,6625.56005859375,56874984.6776413,2018-09-12
2018-09-13 00:00:00+00:00,6625.56005859375,51641090.3821529,2018-09-13
2018-09-14 00:00:00+00:00,6625.56005859375,51641090.3821529,2018-09-14
2018-09-15 00:00:00+00:00,6625.56005859375,51641090.3821529,2018-09-15
2018-09-16 00:00:00+00:00,6625.56005859375,51641090.3821529,2018-09-16
2018-09-17 00:00:00+00:00,6625.56005859375,47105048.6593962,2018-09-17
2018-09-18 00:00:00+00:00,6625.56005859375,47105048.6593962,2018-09-18
2018-09-19 00:00:00+00:00,6625.56005859375,47105048.6593962,2018-09-19
2018-09-20 00:00:00+00:00,6625.56005859375,47105048.6593962,2018-09-20
2018-09-21 00:00:00+00:00,6625.56005859375,51200543.8778585,2018-09-21
2018-09-22 00:00:00+00:00,6625.56005859375,51200543.8778585,2018-09-22
2018-09-23 00:00:00+00:00,6625.56005859375,51200543.8778585,2018-09-23
2018-09-24 00:00:00+00:00,6625.56005859375,51200543.8778585,2018-09-24
2018-09-25 00:00:00+00:00,6625.56005859375,60089527.1899868,2018-09-25
2018-09-26 00:00:00+00:00,6625.56005859375,60089527.1899868,2018-09-26
2018-09-27 00:00:00+00:00,6625.56005859375,60089527.1899868,2018-09-27
2018-09-28 00:00:00+00:00,6625.56005859375,60089527.1899868,2018-09-28
2018-09-29 00:00:00+00:00,6625.56005859375,54045018.5377396,2018-09-29
2018-09-30 00:00:00+00:00,6625.56005859375,54045018.5377396,2018-09-30
2018-10-01 00:00:00+00:00,6317.60986328125,54045018.5377396,2018-10-01
2018-10-02 00:00:00+00:00,6317.60986328125,54045018.5377396,2018-10-02
2018-10-03 00:00:00+00:00,6317.60986328125,51556103.2103437,2018-10-03
2018-10-04 00:00:00+00:00,6317.60986328125,51556103.2103437,2018-10-04
2018-10-05 00:00:00+00:00,6317.60986328125,51556103.2103437,2018-10-05
2018-10-06 00:00:00+00:00,6317.60986328125,51556103.2103437,2018-10-06
2018-10-07 00:00:00+00:00,6317.60986328125,52623567.2251537,2018-10-07
2018-10-08 00:00:00+00:00,6317.60986328125,52623567.2251537,2018-10-08
2018-10-09 00:00:00+00:00,6317.60986328125,52623567.2251537,2018-10-09
2018-10-10 00:00:00+00:00,6317.60986328125,52623567.2251537,2018-10-10
2018-10-11 00:00:00+00:00,6317.60986328125,58923571.7521087,2018-10-11
2018-10-12 00:00:00+00:00,6317.60986328125,58923571.7521087,2018-10-12
2018-10-13 00:00:00+00:00,6317.60986328125,58923571.7521087,2018-10-13
2018-10-14 00:00:00+00:00,6317.60986328125,58923571.7521087,2018-10-14
2018-10-15 00:00:00+00:00,6317.60986328125,60035337.2568655,2018-10-15
2018-10-16 00:00:00+00:00,6317.60986328125,60035337.2568655,2018-10-16
2018-10-17 00:00:00+00:00,6317.60986328125,60035337.2568655,2018-10-17
2018-10-18 00:00:00+00:00,6317.60986328125,60035337.2568655,2018-10-18
2018-10-19 00:00:00+00:00,6317.60986328125,50702736.5834647,2018-10-19
2018-10-20 00:00:00+00:00,6317.60986328125,50702736.5834647,2018-10-20
2018-10-21 00:00:00+00:00,6317.60986328125,50702736.5834647,2018-10-21
2018-10-22 00:00:00+00:00,6317.60986328125,50702736.5834647,2018-10-22
2018-10-23 00:00:00+00:00,6317.60986328125,54987474.8862927,2018-10-23
2018-10-24 00:00:00+00:00,6317.60986328125,54987474.8862927,2018-10-24
2018-10-25 00:00:00+00:00,6317.60986328125,54987474.8862927,2018-10-25
2018-10-26 00:00:00+00:00,6317.60986328125,54987474.8862927,2018-10-26
2018-10-27 00:00:00+00:00,6317.60986328125,48560367.4320507,2018-10-27
2018-10-28 00:00:00+00:00,6317.60986328125,48560367.4320507,2018-10-28
2018-10-29 00:00:00+00:00,6317.60986328125,48560367.4320507,2018-10-29
2018-10-30 00:00:00+00:00,6317.60986328125,48560367.4320507,2018-10-30
2018-10-31 00:00:00+00:00,6317.60986328125,58201028.6134137,2018-10-31
2018-11-01 00:00:00+00:00,4017.2685546875,58201028.6134137,2018-11-01
2018-11-02 00:00:00+00:00,4017.2685546875,58201028.6134137,2018-11-02
2018-11-03 00:00:00+00:00,4017.2685546875,58201028.6134137,2018-11-03
2018-11-04 00:00:00+00:00,4017.2685546875,44285199.6469399,2018-11-04
2018-11-05 00:00:00+00:00,4017.2685546875,44285199.6469399,2018-11-05
2018-11-06 00:00:00+00:00,4017.2685546875,44285199.6469399,2018-11-06
2018-11-07 00:00:00+00:00,4017.2685546875,44285199.6469399,2018-11-07
2018-11-08 00:00:00+00:00,4017.2685546875,43213783.5264494,2018-11-08
2018-11-09 00:00:00+00:00,4017.2685546875,43213783.5264494,2018-11-09
2018-11-10 00:00:00+00:00,4017.2685546875,43213783.5264494,2018-11-10
2018-11-11 00:00:00+00:00,4017.2685546875,43213783.5264494,2018-11-11
2018-11-12 00:00:00+00:00,4017.2685546875,49999418.9562224,2018-11-12
2018-11-13 00:00:00+00:00,4017.2685546875,49999418.9562224,2018-11-13
2018-11-14 00:00:00+00:00,4017.2685546875,49999418.9562224,2018-11-14
2018-11-15 00:00:00+00:00,4017.2685546875,49999418.9562224,2018-11-15
2018-11-16 00:00:00+00:00,4017.2685546875,44946674.6331138,2018-11-16
2018-11-17 00:00:00+00:00,4017.2685546875,44946674.6331138,2018-11-17
2018-11-18 00:00:00+00:00,4017.2685546875,44946674.6331138,2018-11-18
2018-11-19 00:00:00+00:00,4017.2685546875,44946674.6331138,2018-11-19
2018-11-20 00:00:00+00:00,4017.2685546875,43657349.0874779,2018-11-20
2018-11-21 00:00:00+00:00,4017.2685546875,43657349.0874779,2018-11-21
2018-11-22 00:00:00+00:00,4017.2685546875,43657349.0874779,2018-11-22
2018-11-23 00:00:00+00:00,4017.2685546875,43657349.0874779,2018-11-23
2018-11-24 00:00:00+00:00,4017.2685546875,47295461.5114344,2018-11-24
2018-11-25 00:00:00+00:00,4017.2685546875,47295461.5114344,2018-11-25
2018-11-26 00:00:00+00:00,4017.2685546875,47295461.5114344,2018-11-26
2018-11-27 00:00:00+00:00,4017.2685546875,47295461.5114344,2018-11-27
2018-11-28 00:00:00+00:00,4017.2685546875,39027024.1842606,2018-11-28
2018-11-29 00:00:00+00:00,4017.2685546875,39027024.1842606,2018-11-29
2018-11-30 00:00:00+00:00,4017.2685546875,39027024.1842606,2018-11-30
2018-12-01 00:00:00+00:00,3742.700439453125,39027024.1842606,2018-12-01
2018-12-02 00:00:00+00:00,3742.700439453125,37704074.2119128,2018-12-02
2018-12-03 00:00:00+00:00,3742.700439453125,37704074.2119128,2018-12-03
2018-12-04 00:00:00+00:00,3742.700439453125,37704074.2119128,2018-12-04
2018-12-05 00:00:00+00:00,3742.700439453125,37704074.2119128,2018-12-05
2018-12-06 00:00:00+00:00,3742.700439453125,37892374.8161739,2018-12-06
2018-12-07 00:00:00+00:00,3742.700439453125,37892374.8161739,2018-12-07
2018-12-08 00:00:00+00:00,3742.700439453125,37892374.8161739,2018-12-08
2018-12-09 00:00:00+00:00,3742.700439453125,37892374.8161739,2018-12-09
2018-12-10 00:00:00+00:00,3742.700439453125,34804847.9793004,2018-12-10
2018-12-11 00:00:00+00:00,3742.700439453125,34804847.9793004,2018-12-11
2018-12-12 00:00:00+00:00,3742.700439453125,34804847.9793004,2018-12-12
2018-12-13 00:00:00+00:00,3742.700439453125,34804847.9793004,2018-12-13
2018-12-14 00:00:00+00:00,3742.700439453125,40979901.6530473,2018-12-14
2018-12-15 00:00:00+00:00,3742.700439453125,40979901.6530473,2018-12-15
2018-12-16 00:00:00+00:00,3742.700439453125,40979901.6530473,2018-12-16
2018-12-17 00:00:00+00:00,3742.700439453125,40979901.6530473,2018-12-17
2018-12-18 00:00:00+00:00,3742.700439453125,35766529.4260719,2018-12-18
2018-12-19 00:00:00+00:00,3742.700439453125,35766529.4260719,2018-12-19
2018-12-20 00:00:00+00:00,3742.700439453125,35766529.4260719,2018-12-20
2018-12-21 00:00:00+00:00,3742.700439453125,35766529.4260719,2018-12-21
