,estimate,std_err,t_value,p_value
const,4397.653053951335,658.6063161839428,6.677210567053096,3.2224311015433833e-11
hashrate_btc,0.0001353265465028651,4.8467410108451585e-06,27.921142516188898,3.846611654288378e-143
